episode,total_reward,steps,accepted,truncated,desired_duration,loop_duration,duration_error,scenic_score,diversity_score
9,-0.1,2,False,False,17.798675564785974,66.94207689590803,49.14340133112206,0.3073117952420558,0.7317073170731707
9,-0.15000000000000002,3,False,False,17.798675564785974,68.90919765502429,51.11052209023831,0.5958562176979282,0.8958333333333334
9,-0.2,4,False,False,17.798675564785974,67.92911678589506,50.13044122110909,0.9156665710317631,0.6707317073170732
9,-0.25,5,False,False,17.798675564785974,89.21379736236852,71.41512179758254,0.34664903984966994,0.504424778761062
9,-0.3,6,False,False,17.798675564785974,26.87403685874819,9.075361293962217,0.8447188333959528,0.5087719298245614
9,1.25521160128215,7,True,False,17.798675564785974,26.87403685874819,9.075361293962217,0.8447188333959528,0.5087719298245614
10,-0.05,1,False,False,49.259852568374974,68.31460521823844,19.054752649863467,0.8116793416340093,0.6986301369863014
10,-0.1,2,False,False,49.259852568374974,76.90284739060046,27.642994822225482,0.40735351062306935,0.8021978021978022
10,-0.15000000000000002,3,False,False,49.259852568374974,40.26772453759744,8.992128030777536,0.5797046284846208,0.7608695652173914
10,-0.2,4,False,False,49.259852568374974,80.79911768991306,31.539265121538087,0.3469642983733768,0.6145833333333334
10,-0.25,5,False,False,49.259852568374974,79.08065572470342,29.820803156328445,0.8240917089711683,0.6842105263157895
10,-0.3,6,False,False,49.259852568374974,36.181657183965655,13.07819538440932,0.5439483554558998,0.6964285714285714
10,1.6499147456396137,7,True,False,49.259852568374974,36.181657183965655,13.07819538440932,0.5439483554558998,0.6964285714285714
11,-0.05,1,False,False,24.66465355066849,55.08031720275563,30.41566365208714,0.3578622304923611,0.725
11,-0.1,2,False,False,24.66465355066849,27.375039374303658,2.7103858236351677,0.5140255905719847,0.851063829787234
11,-0.15000000000000002,3,False,False,24.66465355066849,16.223053780490353,8.441599770178136,0.6542106766426654,0.5263157894736842
11,-0.2,4,False,False,24.66465355066849,81.99039327986397,57.325739729195476,0.4938722650944931,0.7831325301204819
11,-0.25,5,False,False,24.66465355066849,50.42871125178227,25.764057701113778,0.858749150489944,0.7435897435897436
11,-0.3,6,False,False,24.66465355066849,53.939541989063905,29.274888438395415,0.596099073029611,0.5084745762711864
11,-0.35,7,False,False,24.66465355066849,36.800408716699934,12.135755166031444,0.9151411487864827,0.5087719298245614
11,1.2761416928033462,8,True,False,24.66465355066849,36.800408716699934,12.135755166031444,0.9151411487864827,0.5087719298245614
12,-0.05,1,False,False,45.73729485220762,74.85524576742506,29.117950915217442,0.4279000769594089,0.7065217391304348
12,-0.1,2,False,False,45.73729485220762,41.91426823692504,3.823026615282579,0.3134376440279499,0.7192982456140351
12,-0.15000000000000002,3,False,False,45.73729485220762,86.3166573665536,40.57936251434598,0.5455946509352854,0.6826923076923077
12,-0.2,4,False,False,45.73729485220762,51.10039073501904,5.363095882811422,0.7213091714555313,0.5072463768115942
12,2.0783110923465147,5,True,False,45.73729485220762,51.10039073501904,5.363095882811422,0.7213091714555313,0.5072463768115942
13,-0.05,1,False,False,5.611296021890201,72.47344698234856,66.86215096045837,0.4960626881086191,0.7111111111111111
13,-0.1,2,False,False,5.611296021890201,33.076961822308824,27.465665800418623,0.8086957237001633,0.75
13,-0.15000000000000002,3,False,False,5.611296021890201,61.27845809102211,55.667162069131905,0.5200570863346106,0.7578947368421053
13,-0.2,4,False,False,5.611296021890201,97.82666818233254,92.21537216044234,0.3845879179440216,0.711864406779661
13,0.2058532810059091,5,True,False,5.611296021890201,97.82666818233254,92.21537216044234,0.3845879179440216,0.711864406779661
14,-0.05,1,False,False,12.490048705265103,25.162378615235053,12.67232990996995,0.468232896438285,0.5128205128205128
14,-0.1,2,False,False,12.490048705265103,45.938870967473214,33.44882226220811,0.3204797136966024,0.7297297297297297
14,-0.15000000000000002,3,False,False,12.490048705265103,68.93888135009041,56.44883264482531,0.6426717049662685,0.5060240963855421
14,-0.2,4,False,False,12.490048705265103,13.719027551392315,1.2289788461272124,0.68823119342712,0.5333333333333333
14,2.1073223134961543,5,True,False,12.490048705265103,13.719027551392315,1.2289788461272124,0.68823119342712,0.5333333333333333
15,-0.05,1,False,False,34.827594819335815,64.57505399417064,29.74745917483483,0.5557239475094928,0.7246376811594203
15,-0.1,2,False,False,34.827594819335815,38.1343691110915,3.306774291755687,0.794208982101451,0.5694444444444444
15,-0.15000000000000002,3,False,False,34.827594819335815,49.23546075670069,14.407865937364875,0.5035338271577406,0.5074626865671642
15,-0.2,4,False,False,34.827594819335815,26.398590712234018,8.429004107101797,0.5905701357436559,0.8378378378378378
15,1.862594718909029,5,True,False,34.827594819335815,26.398590712234018,8.429004107101797,0.5905701357436559,0.8378378378378378
16,-0.05,1,False,False,9.910520207614722,78.4013783382034,68.49085813058868,0.9898906923491155,0.7021276595744681
16,-0.1,2,False,False,9.910520207614722,55.07674723295492,45.1662270253402,0.9600547300609716,0.7605633802816901
16,-0.15000000000000002,3,False,False,9.910520207614722,70.56213281920176,60.65161261158704,0.4043894412737338,0.5054945054945055
16,-0.2,4,False,False,9.910520207614722,71.8302263247368,61.919706117122075,0.3249627486960928,0.5056179775280899
16,0.11416676760647337,5,True,False,9.910520207614722,71.8302263247368,61.919706117122075,0.3249627486960928,0.5056179775280899
17,-0.05,1,False,False,32.489079626627884,59.89528636722285,27.406206740594968,0.4605443730730754,0.7837837837837838
17,-0.1,2,False,False,32.489079626627884,87.44869880753703,54.959619180909144,0.6733696738556898,0.6296296296296297
17,-0.15000000000000002,3,False,False,32.489079626627884,24.60208160752122,7.886998019106663,0.7339388509539464,0.9767441860465116
17,-0.2,4,False,False,32.489079626627884,35.427581855627515,2.9385022289996314,0.6367720544664132,0.5106382978723404
17,2.0906858285095833,5,True,False,32.489079626627884,35.427581855627515,2.9385022289996314,0.6367720544664132,0.5106382978723404
18,-0.05,1,False,False,5.615793311430035,43.02564347134269,37.40985015991266,0.7782366859589074,0.7551020408163265
18,-0.1,2,False,False,5.615793311430035,90.50280610608824,84.8870127946582,0.7819546781859985,0.788135593220339
18,-0.15000000000000002,3,False,False,5.615793311430035,64.53583934533913,58.920046033909095,0.5130001694251256,0.6351351351351351
18,-0.2,4,False,False,5.615793311430035,39.51779500232431,33.90200169089428,0.644128249355841,0.896551724137931
18,0.39102964191929973,5,True,False,5.615793311430035,39.51779500232431,33.90200169089428,0.644128249355841,0.896551724137931
19,-0.05,1,False,False,34.3390152651855,55.072818520825884,20.73380325564038,0.43309702482320084,0.935064935064935
19,-0.1,2,False,False,34.3390152651855,40.11705769874935,5.778042433563847,0.3625856324099486,0.9344262295081968
19,-0.15000000000000002,3,False,False,34.3390152651855,12.772737297897258,21.566277967288244,0.7015092552711341,0.7692307692307693
19,-0.2,4,False,False,34.3390152651855,53.656544244994656,19.317528979809154,0.9763220354916162,0.813953488372093
19,-0.25,5,False,False,34.3390152651855,76.21741930923415,41.878404044048644,0.7003841499339201,0.6296296296296297
19,-0.3,6,False,False,34.3390152651855,40.35848395848303,6.019468693297526,0.38022189776126036,0.8059701492537313
19,1.7813113522646333,7,True,False,34.3390152651855,40.35848395848303,6.019468693297526,0.38022189776126036,0.8059701492537313
20,-0.05,1,False,False,19.645302819593535,77.63929813552895,57.99399531593541,0.9929794555965534,0.5050505050505051
20,-0.1,2,False,False,19.645302819593535,26.897082946612205,7.2517801270186695,0.45577065037514286,0.5142857142857142
20,-0.15000000000000002,3,False,False,19.645302819593535,40.72626381487897,21.080960995285434,0.824031435607282,0.559322033898305
20,-0.2,4,False,False,19.645302819593535,82.1212149826236,62.47591216303006,0.6068322674628216,0.6129032258064516
20,-0.25,5,False,False,19.645302819593535,16.968334194281248,2.6769686253122877,0.5382011084539824,0.9333333333333333
20,2.0265704079731623,6,True,False,19.645302819593535,16.968334194281248,2.6769686253122877,0.5382011084539824,0.9333333333333333
21,-0.05,1,False,False,16.473786791816067,80.2709741723426,63.79718738052654,0.7347697076234472,0.7777777777777778
21,-0.1,2,False,False,16.473786791816067,17.584338226208384,1.1105514343923168,0.6198968086566048,0.9032258064516129
21,-0.15000000000000002,3,False,False,16.473786791816067,61.97614691698392,45.502360125167854,0.46318118780521944,0.7647058823529411
21,-0.2,4,False,False,16.473786791816067,111.14064974502362,94.66686295320756,0.7550141095238714,0.6785714285714286
21,0.3810784833333642,5,True,False,16.473786791816067,111.14064974502362,94.66686295320756,0.7550141095238714,0.6785714285714286
22,-0.05,1,False,False,13.131008019770897,51.62498715519671,38.49397913542582,0.933094422747411,0.5066666666666667
22,-0.1,2,False,False,13.131008019770897,27.56276772729735,14.431759707526451,0.4823330268108044,0.5135135135135135
22,-0.15000000000000002,3,False,False,13.131008019770897,69.93574378684497,56.80473576707407,0.599324004055318,0.7052631578947368
22,-0.2,4,False,False,13.131008019770897,33.50633319449643,20.375325174725532,0.9237839480394077,0.8571428571428571
22,-0.25,5,False,False,13.131008019770897,27.678873536216074,14.547865516445176,0.49101505909877635,0.5098039215686274
22,0.1484487060199764,6,True,False,13.131008019770897,27.678873536216074,14.547865516445176,0.49101505909877635,0.5098039215686274
23,-0.05,1,False,False,17.77588548506441,33.662361815158626,15.886476330094215,0.5400977958035026,0.8536585365853658
23,-0.1,2,False,False,17.77588548506441,76.67778257338645,58.901897088322045,0.542590193081172,0.75
23,-0.15000000000000002,3,False,False,17.77588548506441,41.12135268178008,23.34546719671567,0.6444042942622381,0.847457627118644
23,-0.2,4,False,False,17.77588548506441,84.0170266019178,66.2411411168534,0.6503460935801206,0.7272727272727273
23,-0.25,5,False,False,17.77588548506441,72.20169572171876,54.42581023665436,0.3374056930213437,0.7045454545454546
23,-0.3,6,False,False,17.77588548506441,55.37941630866111,37.6035308235967,0.5586391804786395,0.8208955223880597
23,-0.35,7,False,False,17.77588548506441,118.36130454742364,100.58541906235924,0.6641966727428446,0.6712328767123288
23,0.18346819938512093,8,True,False,17.77588548506441,118.36130454742364,100.58541906235924,0.6641966727428446,0.6712328767123288
24,-0.05,1,False,False,24.689151608402327,81.73680260492495,57.04765099652262,0.6935473128313566,0.7669902912621359
24,-0.1,2,False,False,24.689151608402327,31.581508943055784,6.8923573346534575,0.42450506115347564,0.7551020408163265
24,-0.15000000000000002,3,False,False,24.689151608402327,46.249360805844475,21.56020919744215,0.8059614101450558,0.8857142857142857
24,-0.2,4,False,False,24.689151608402327,28.155491112251863,3.466339503849536,0.6212995997574142,0.5111111111111111
24,1.9831845412774471,5,True,False,24.689151608402327,28.155491112251863,3.466339503849536,0.6212995997574142,0.5111111111111111
25,-0.05,1,False,False,35.44435953328984,35.08323916995884,0.36112036333100406,0.7349094101438638,0.5576923076923077
25,-0.1,2,False,False,35.44435953328984,64.65120121949369,29.206841686203845,0.9750049098106965,0.7692307692307693
25,-0.15000000000000002,3,False,False,35.44435953328984,33.40068102922255,2.0436785040672945,0.932626594166311,0.5789473684210527
25,-0.2,4,False,False,35.44435953328984,44.39358240500901,8.949222871719172,0.4974183483157526,0.7619047619047619
25,1.7723075695270019,5,True,False,35.44435953328984,44.39358240500901,8.949222871719172,0.4974183483157526,0.7619047619047619
26,-0.05,1,False,False,15.505018581520837,26.925021995699723,11.420003414178886,0.4818458800638884,0.9411764705882353
26,-0.1,2,False,False,15.505018581520837,53.86952222953987,38.36450364801903,0.4460157551992559,0.9204545454545454
26,-0.15000000000000002,3,False,False,15.505018581520837,68.11194418751649,52.60692560599565,0.984005253943306,0.5053763440860215
26,-0.2,4,False,False,15.505018581520837,48.448853586220864,32.94383500470003,0.36605342073244185,0.7627118644067796
26,-0.25,5,False,False,15.505018581520837,34.47917061651911,18.974152034998276,0.36855825544285203,0.8387096774193549
26,-0.3,6,False,False,15.505018581520837,32.843814966313495,17.33879638479266,0.6362874097336424,0.9423076923076923
26,0.3008360125591289,7,True,False,15.505018581520837,32.843814966313495,17.33879638479266,0.6362874097336424,0.9423076923076923
27,-0.05,1,False,False,43.855391031175955,41.154293344938125,2.70109768623783,0.3494475115340832,0.9841269841269841
27,-0.1,2,False,False,43.855391031175955,34.75604919011035,9.099341841065602,0.5539504699354022,0.9791666666666666
27,-0.15000000000000002,3,False,False,43.855391031175955,43.49634158832215,0.35904944285380225,0.702497847861748,0.5076923076923077
27,-0.2,4,False,False,43.855391031175955,12.356409747067435,31.49898128410852,0.316194729497358,0.5217391304347826
27,0.6781260961338857,5,True,False,43.855391031175955,12.356409747067435,31.49898128410852,0.316194729497358,0.5217391304347826
28,-0.05,1,False,False,15.3087533749973,74.46548083834965,59.15672746335235,0.6307060660593653,0.7735849056603774
28,-0.1,2,False,False,15.3087533749973,42.49945872274426,27.190705347746956,0.30540632321465805,0.9682539682539683
28,-0.15000000000000002,3,False,False,15.3087533749973,73.19646952050941,57.88771614551211,0.6251917664319857,0.5052631578947369
28,-0.2,4,False,False,15.3087533749973,42.01660246441148,26.707849089414175,0.8177117783378318,0.5098039215686274
28,-0.25,5,False,False,15.3087533749973,87.26868681415428,71.95993343915698,0.5587015808922776,0.84
28,0.28135079044613875,6,True,False,15.3087533749973,87.26868681415428,71.95993343915698,0.5587015808922776,0.84
29,-0.05,1,False,False,28.497321131262254,42.005208803214806,13.507887671952552,0.8268567855395563,0.6274509803921569
29,-0.1,2,False,False,28.497321131262254,62.15697584271573,33.65965471145348,0.3742349056952178,0.5974025974025974
29,-0.15000000000000002,3,False,False,28.497321131262254,86.35671993100175,57.859398799739495,0.9149190444667024,0.5045045045045045
29,-0.2,4,False,False,28.497321131262254,71.90597758576652,43.40865645450427,0.9111648088756226,0.6956521739130435
29,-0.25,5,False,False,28.497321131262254,44.303041431854005,15.805720300591751,0.8771910123598192,0.8620689655172413
29,-0.3,6,False,False,28.497321131262254,96.40947307998911,67.91215194872686,0.7695192005259147,0.7281553398058253
29,-0.35,7,False,False,28.497321131262254,23.507946058935897,4.989375072326357,0.5724261367691853,0.9491525423728814
29,1.8707943332235049,8,True,False,28.497321131262254,23.507946058935897,4.989375072326357,0.5724261367691853,0.9491525423728814
30,-0.05,1,False,False,17.39278466725571,64.5537187307052,47.16093406344949,0.9112055451035186,0.7560975609756098
30,-0.1,2,False,False,17.39278466725571,75.37709466137073,57.98430999411502,0.6726995947856965,0.6914893617021277
30,-0.15000000000000002,3,False,False,17.39278466725571,41.79750303982734,24.40471837257163,0.9877221621740626,0.8793103448275862
30,-0.2,4,False,False,17.39278466725571,52.20549364306862,34.81270897581291,0.855251739489296,0.9166666666666666
30,-0.25,5,False,False,17.39278466725571,50.10167567659677,32.70889100934106,0.6081605874215132,0.7974683544303798
30,-0.3,6,False,False,17.39278466725571,67.37184875812785,49.97906409087214,0.4376916538761676,0.7808219178082192
30,-0.35,7,False,False,17.39278466725571,36.92651160409371,19.533726936838,0.985958761585076,0.7674418604651163
30,0.37321193893207294,8,True,False,17.39278466725571,36.92651160409371,19.533726936838,0.985958761585076,0.7674418604651163
31,-0.05,1,False,False,40.76732087364389,76.24838400923255,35.48106313558866,0.5375756350937736,0.5844155844155844
31,-0.1,2,False,False,40.76732087364389,66.1511181293607,25.383797255716807,0.7210174380181433,0.7906976744186046
31,-0.15000000000000002,3,False,False,40.76732087364389,46.40728511272576,5.63996423908187,0.3561918539600249,0.9565217391304348
31,-0.2,4,False,False,40.76732087364389,37.040282007535524,3.7270388661083658,0.7692338906207095,0.7313432835820896
31,2.2211754958605683,5,True,False,40.76732087364389,37.040282007535524,3.7270388661083658,0.7692338906207095,0.7313432835820896
32,-0.05,1,False,False,11.782466208204124,88.45276998145503,76.67030377325091,0.5285644574803967,0.6631578947368421
32,-0.1,2,False,False,11.782466208204124,46.77748699311495,34.99502078491082,0.5531809987064304,0.8666666666666667
32,-0.15000000000000002,3,False,False,11.782466208204124,73.5754835001348,61.79301729193067,0.45832094112617144,0.6867469879518072
32,-0.2,4,False,False,11.782466208204124,70.52993820255561,58.747471994351486,0.31532081328501843,0.5052631578947369
32,0.10923935401093027,5,True,False,11.782466208204124,70.52993820255561,58.747471994351486,0.31532081328501843,0.5052631578947369
33,-0.05,1,False,False,31.587638054599445,51.6195475493546,20.031909494755155,0.6222460226141225,0.5072463768115942
33,-0.1,2,False,False,31.587638054599445,78.94443087873864,47.3567928241392,0.7908662432882432,0.5851063829787234
33,-0.15000000000000002,3,False,False,31.587638054599445,48.44863297640238,16.860994921802934,0.6753412648865771,0.6444444444444445
33,-0.2,4,False,False,31.587638054599445,102.90248185276643,71.31484379816698,0.688012175806368,0.7016129032258065
33,-0.25,5,False,False,31.587638054599445,80.24548035927884,48.6578423046794,0.5949443357098636,0.7450980392156863
33,-0.3,6,False,False,31.587638054599445,81.97800530535112,50.39036725075167,0.782387133449066,0.6597938144329897
33,-0.35,7,False,False,31.587638054599445,52.071559791677394,20.48392173707795,0.5609292776102227,0.9861111111111112
33,-0.39999999999999997,8,False,False,31.587638054599445,21.431026739391964,10.156611315207481,0.6332039747878192,0.8666666666666667
33,1.5335269149461561,9,True,False,31.587638054599445,21.431026739391964,10.156611315207481,0.6332039747878192,0.8666666666666667
34,-0.05,1,False,False,6.5269481276580095,45.83200894262271,39.3050608149647,0.3501727466063876,0.5068493150684932
34,-0.1,2,False,False,6.5269481276580095,78.80532148432742,72.27837335666942,0.9204687852961728,0.6666666666666666
34,-0.15000000000000002,3,False,False,6.5269481276580095,74.71645053336582,68.1895024057078,0.8545399550309949,0.7702702702702703
34,-0.2,4,False,False,6.5269481276580095,31.21177981407666,24.68483168641865,0.9572873390747978,0.8840579710144928
34,0.5438610608417467,5,True,False,6.5269481276580095,31.21177981407666,24.68483168641865,0.9572873390747978,0.8840579710144928
35,-0.05,1,False,False,12.723968728025257,69.42628774269994,56.702319014674686,0.6832125439271455,0.6222222222222222
35,-0.1,2,False,False,12.723968728025257,23.256841346719256,10.532872618693998,0.7922711833082214,0.5142857142857142
35,-0.15000000000000002,3,False,False,12.723968728025257,44.253883330051856,31.5299146020266,0.3912550242019735,0.6727272727272727
35,-0.2,4,False,False,12.723968728025257,20.560081477609163,7.836112749583906,0.6154251424202584,0.8666666666666667
35,1.1360036732898715,5,True,False,12.723968728025257,20.560081477609163,7.836112749583906,0.6154251424202584,0.8666666666666667
36,-0.05,1,False,False,31.54477104614862,113.95924382483305,82.41447277868443,0.9392681016926137,0.7016129032258065
36,-0.1,2,False,False,31.54477104614862,54.6069533253331,23.06218227918448,0.42061438070281215,0.8846153846153846
36,-0.15000000000000002,3,False,False,31.54477104614862,27.866038623687476,3.6787324224611453,0.38197737742608384,0.575
36,-0.2,4,False,False,31.54477104614862,25.226126272129964,6.318644774018658,0.8599655485072879,0.509090909090909
36,1.9820956462756614,5,True,False,31.54477104614862,25.226126272129964,6.318644774018658,0.8599655485072879,0.509090909090909
37,-0.05,1,False,False,26.12879487688063,77.50614163456503,51.37734675768439,0.6911965649873448,0.6666666666666666
37,-0.1,2,False,False,26.12879487688063,98.36031370876383,72.23151883188319,0.4934916329269884,0.5042016806722689
37,-0.15000000000000002,3,False,False,26.12879487688063,70.86859517794856,44.73980030106793,0.4381204107464075,0.504950495049505
37,-0.2,4,False,False,26.12879487688063,55.51376558259344,29.384970705712814,0.6071293851619384,0.8472222222222222
37,-0.25,5,False,False,26.12879487688063,95.4630199499736,69.33422507309297,0.7077709777401373,0.7387387387387387
37,-0.3,6,False,False,26.12879487688063,74.43113242944267,48.30233755256204,0.5675145591641375,0.6632653061224489
37,-0.35,7,False,False,26.12879487688063,27.4116620964915,1.2828672196108712,0.6701369118633416,0.9565217391304348
37,2.1738293107327915,8,True,False,26.12879487688063,27.4116620964915,1.2828672196108712,0.6701369118633416,0.9565217391304348
38,-0.05,1,False,False,40.351934258857845,23.479207215216732,16.872727043641113,0.9748295121279902,0.5217391304347826
38,-0.1,2,False,False,40.351934258857845,58.04807875752228,17.696144498664438,0.7636287146475416,0.6756756756756757
38,-0.15000000000000002,3,False,False,40.351934258857845,33.11070404349444,7.241230215363409,0.5189583051737818,0.90625
38,-0.2,4,False,False,40.351934258857845,65.83668343269342,25.484749173835574,0.81413675174802,0.7792207792207793
38,-0.25,5,False,False,40.351934258857845,72.28211759798346,31.930183339125612,0.8042597619154228,0.5567010309278351
38,-0.3,6,False,False,40.351934258857845,74.14769885315216,33.79576459429432,0.7207069868690097,0.7835051546391752
38,-0.35,7,False,False,40.351934258857845,77.5589290355045,37.20699477664666,0.6030724367481045,0.504950495049505
38,-0.39999999999999997,8,False,False,40.351934258857845,29.441209639617323,10.910724619240522,0.31526187863837907,0.5098039215686274
38,1.3697938448276885,9,True,False,40.351934258857845,29.441209639617323,10.910724619240522,0.31526187863837907,0.5098039215686274
39,-0.05,1,False,False,36.54689736297597,59.550878527532646,23.003981164556677,0.5185781995724007,0.7662337662337663
39,-0.1,2,False,False,36.54689736297597,79.51350132431435,42.96660396133838,0.8224193698379068,0.6730769230769231
39,-0.15000000000000002,3,False,False,36.54689736297597,52.73773880310085,16.190841440124878,0.749839731596248,0.5061728395061729
39,-0.2,4,False,False,36.54689736297597,29.842377000965897,6.704520362010072,0.9891477994566187,0.6744186046511628
39,2.1299999166860966,5,True,False,36.54689736297597,29.842377000965897,6.704520362010072,0.9891477994566187,0.6744186046511628
40,-0.05,1,False,False,19.09559175044693,63.75390778211382,44.65831603166689,0.5128524376939322,0.8787878787878788
40,-0.1,2,False,False,19.09559175044693,77.48112687698591,58.38553512653898,0.6420624314762218,0.6272727272727273
